date,product_id,warehouse,stock_level,daily_demand,units_ordered,lead_time_days,unit_cost,days_of_supply,stockout_risk
2024-04-01,PROD0045,WH-EAST,879,426,133,3,186.3,2.1,1
2024-04-02,PROD0045,WH-NORTH,278,438,346,13,99.12,0.6,1
2024-04-03,PROD0045,WH-SOUTH,700,399,166,7,128.12,1.8,1
2024-04-04,PROD0045,WH-SOUTH,341,420,307,13,112.48,0.8,1
2024-04-05,PROD0045,WH-EAST,385,552,424,5,122.9,0.7,1
2024-04-06,PROD0045,WH-SOUTH,1237,499,87,14,144.77,2.5,1
2024-04-07,PROD0045,WH-SOUTH,273,388,297,11,41.27,0.7,1
2024-04-08,PROD0045,WH-NORTH,1402,595,128,14,96.14,2.4,1
2024-04-09,PROD0045,WH-EAST,370,555,432,4,73.37,0.7,1
2024-04-10,PROD0045,WH-NORTH,262,444,357,11,111.57,0.6,1
2024-04-11,PROD0045,WH-EAST,1027,456,114,6,43.41,2.3,1
2024-04-12,PROD0045,WH-NORTH,1029,551,208,5,77.93,1.9,1
2024-04-13,PROD0045,WH-NORTH,1264,540,119,12,131.56,2.3,1
2024-04-14,PROD0045,WH-SOUTH,391,615,485,4,96.21,0.6,1
2024-04-15,PROD0045,WH-SOUTH,485,604,443,7,89.32,0.8,1
2024-04-16,PROD0045,WH-NORTH,332,708,598,3,27.22,0.5,1
2024-04-17,PROD0045,WH-SOUTH,995,412,81,6,181.68,2.4,1
2024-04-18,PROD0045,WH-SOUTH,1088,440,78,10,16.75,2.5,1
2024-04-19,PROD0045,WH-SOUTH,668,406,184,3,151.1,1.6,1
2024-04-20,PROD0045,WH-NORTH,780,467,207,8,56.85,1.7,1
2024-04-21,PROD0045,WH-NORTH,802,401,134,13,57.12,2.0,1
2024-04-22,PROD0045,WH-SOUTH,1125,370,0,3,136.15,3.0,0
2024-04-23,PROD0045,WH-EAST,774,359,101,5,97.56,2.2,1
2024-04-24,PROD0045,WH-SOUTH,1336,375,0,6,35.43,3.6,0
2024-04-25,PROD0045,WH-NORTH,0,541,541,9,95.29,0.0,1
2024-04-26,PROD0045,WH-EAST,844,261,0,13,155.07,3.2,0
2024-04-27,PROD0045,WH-EAST,1053,378,27,4,110.29,2.8,1
2024-04-28,PROD0045,WH-SOUTH,805,524,256,7,6.77,1.5,1
2024-04-29,PROD0045,WH-SOUTH,1161,535,148,6,105.06,2.2,1
2024-04-30,PROD0045,WH-SOUTH,1167,441,52,4,67.09,2.6,1
2024-05-01,PROD0045,WH-NORTH,924,408,100,14,47.0,2.3,1
2024-05-02,PROD0045,WH-NORTH,0,415,415,7,70.64,0.0,1
2024-05-03,PROD0045,WH-EAST,1359,459,6,5,187.9,3.0,1
2024-05-04,PROD0045,WH-EAST,663,539,318,12,20.5,1.2,1
2024-05-05,PROD0045,WH-NORTH,917,641,336,12,99.39,1.4,1
2024-05-06,PROD0045,WH-NORTH,1211,526,123,4,104.08,2.3,1
2024-05-07,PROD0045,WH-EAST,960,621,301,9,6.61,1.5,1
2024-05-08,PROD0045,WH-NORTH,883,588,294,2,183.8,1.5,1
2024-05-09,PROD0045,WH-EAST,1023,515,174,5,30.07,2.0,1
2024-05-10,PROD0045,WH-EAST,285,615,520,8,10.67,0.5,1
2024-05-11,PROD0045,WH-NORTH,1426,504,29,8,118.44,2.8,1
2024-05-12,PROD0045,WH-EAST,248,571,489,10,16.76,0.4,1
2024-05-13,PROD0045,WH-SOUTH,599,419,220,11,78.65,1.4,1
2024-05-14,PROD0045,WH-NORTH,249,506,423,4,47.15,0.5,1
2024-05-15,PROD0045,WH-EAST,962,428,108,13,136.54,2.2,1
2024-05-16,PROD0045,WH-SOUTH,1384,458,0,8,5.41,3.0,0
2024-05-17,PROD0045,WH-SOUTH,346,364,249,11,38.27,1.0,1
2024-05-18,PROD0045,WH-EAST,653,497,280,4,16.72,1.3,1
2024-05-19,PROD0045,WH-SOUTH,1069,425,69,11,151.92,2.5,1
2024-05-20,PROD0045,WH-SOUTH,850,499,216,7,154.93,1.7,1
2024-05-21,PROD0045,WH-NORTH,0,668,668,3,127.13,0.0,1
2024-05-22,PROD0045,WH-SOUTH,0,631,631,3,31.78,0.0,1
2024-05-23,PROD0045,WH-SOUTH,548,593,411,14,137.39,0.9,1
2024-05-24,PROD0045,WH-EAST,608,542,340,5,88.22,1.1,1
2024-05-25,PROD0045,WH-SOUTH,836,383,105,11,23.7,2.2,1
2024-05-26,PROD0045,WH-SOUTH,1029,295,0,4,64.54,3.5,0
2024-05-27,PROD0045,WH-NORTH,658,642,423,10,125.02,1.0,1
2024-05-28,PROD0045,WH-EAST,1271,577,154,7,54.59,2.2,1
2024-05-29,PROD0045,WH-EAST,1008,427,91,5,131.5,2.4,1
2024-05-30,PROD0045,WH-NORTH,349,518,402,9,186.91,0.7,1
2024-05-31,PROD0045,WH-NORTH,406,532,397,3,166.03,0.8,1
2024-06-01,PROD0045,WH-NORTH,0,541,541,8,108.66,0.0,1
2024-06-02,PROD0045,WH-SOUTH,425,604,463,3,21.46,0.7,1
2024-06-03,PROD0045,WH-SOUTH,713,269,32,5,193.93,2.7,1
2024-06-04,PROD0045,WH-SOUTH,846,564,282,13,12.12,1.5,1
2024-06-05,PROD0045,WH-EAST,373,539,415,2,33.49,0.7,1
2024-06-06,PROD0045,WH-EAST,804,347,79,3,135.85,2.3,1
2024-06-07,PROD0045,WH-SOUTH,403,547,413,2,59.7,0.7,1
2024-06-08,PROD0045,WH-NORTH,523,628,454,2,123.04,0.8,1
2024-06-09,PROD0045,WH-EAST,574,412,221,14,181.92,1.4,1
2024-06-10,PROD0045,WH-SOUTH,823,693,419,8,62.76,1.2,1
2024-06-11,PROD0045,WH-EAST,752,696,446,5,194.27,1.1,1
2024-06-12,PROD0045,WH-NORTH,1263,520,99,12,95.75,2.4,1
2024-06-13,PROD0045,WH-EAST,348,581,465,6,7.65,0.6,1
2024-06-14,PROD0045,WH-EAST,1381,470,10,11,96.33,2.9,1
2024-06-15,PROD0045,WH-NORTH,1373,532,75,8,29.12,2.6,1
2024-06-16,PROD0045,WH-SOUTH,971,505,182,11,166.51,1.9,1
2024-06-17,PROD0045,WH-SOUTH,354,326,208,6,111.78,1.1,1
2024-06-18,PROD0045,WH-EAST,476,360,202,11,171.96,1.3,1
2024-06-19,PROD0045,WH-NORTH,1143,358,0,9,70.99,3.2,0
2024-06-20,PROD0045,WH-EAST,1204,664,263,12,44.39,1.8,1
2024-06-21,PROD0045,WH-SOUTH,1337,513,68,3,180.22,2.6,1
2024-06-22,PROD0045,WH-NORTH,846,501,219,9,194.74,1.7,1
2024-06-23,PROD0045,WH-EAST,588,526,330,8,94.4,1.1,1
2024-06-24,PROD0045,WH-EAST,1474,519,28,4,94.63,2.8,1
2024-06-25,PROD0045,WH-SOUTH,676,665,440,5,194.71,1.0,1
2024-06-26,PROD0045,WH-EAST,481,449,289,6,199.57,1.1,1
2024-06-27,PROD0045,WH-SOUTH,1289,418,0,12,197.99,3.1,0
2024-06-28,PROD0045,WH-EAST,0,337,337,3,69.44,0.0,1
2024-01-01,PROD0046,WH-NORTH,940,456,143,7,93.58,2.1,1
2024-01-02,PROD0046,WH-NORTH,1010,310,0,5,58.62,3.3,0
2024-01-03,PROD0046,WH-EAST,950,476,160,9,107.71,2.0,1
2024-01-04,PROD0046,WH-NORTH,374,384,260,6,146.59,1.0,1
2024-01-05,PROD0046,WH-EAST,369,443,320,4,143.63,0.8,1
2024-01-06,PROD0046,WH-SOUTH,944,331,17,5,37.0,2.9,1
2024-01-07,PROD0046,WH-EAST,812,474,204,8,15.08,1.7,1
2024-01-08,PROD0046,WH-SOUTH,468,305,149,9,74.58,1.5,1
2024-01-09,PROD0046,WH-EAST,606,361,159,5,63.94,1.7,1
2024-01-10,PROD0046,WH-NORTH,257,432,347,11,54.95,0.6,1
2024-01-11,PROD0046,WH-NORTH,226,560,485,9,93.5,0.4,1
2024-01-12,PROD0046,WH-EAST,290,463,367,11,56.07,0.6,1
2024-01-13,PROD0046,WH-SOUTH,1114,428,57,5,138.39,2.6,1
2024-01-14,PROD0046,WH-SOUTH,464,446,292,8,113.34,1.0,1
2024-01-15,PROD0046,WH-SOUTH,1128,385,9,13,8.66,2.9,1
2024-01-16,PROD0046,WH-SOUTH,555,288,103,7,160.83,1.9,1
2024-01-17,PROD0046,WH-SOUTH,1070,421,65,4,61.26,2.5,1
2024-01-18,PROD0046,WH-SOUTH,627,359,150,6,46.89,1.7,1
2024-01-19,PROD0046,WH-EAST,1170,369,0,11,96.47,3.2,0
2024-01-20,PROD0046,WH-NORTH,0,416,416,6,82.46,0.0,1
2024-01-21,PROD0046,WH-EAST,652,418,201,7,137.91,1.6,1
2024-01-22,PROD0046,WH-NORTH,988,551,222,14,63.54,1.8,1
2024-01-23,PROD0046,WH-NORTH,329,565,456,7,36.38,0.6,1
2024-01-24,PROD0046,WH-NORTH,1220,317,0,11,131.09,3.8,0
2024-01-25,PROD0046,WH-EAST,978,504,178,2,82.68,1.9,1
2024-01-26,PROD0046,WH-EAST,1264,354,0,12,9.51,3.6,0
2024-01-27,PROD0046,WH-NORTH,382,394,267,6,147.82,1.0,1
2024-01-28,PROD0046,WH-SOUTH,542,448,268,9,180.9,1.2,1
2024-01-29,PROD0046,WH-EAST,764,398,144,11,180.82,1.9,1
2024-01-30,PROD0046,WH-SOUTH,860,668,382,8,170.85,1.3,1
2024-01-31,PROD0046,WH-NORTH,462,425,271,5,84.11,1.1,1
2024-02-01,PROD0046,WH-EAST,369,456,333,13,101.13,0.8,1
2024-02-02,PROD0046,WH-SOUTH,1143,315,0,14,111.15,3.6,0
2024-02-03,PROD0046,WH-SOUTH,402,230,96,11,137.54,1.7,1
2024-02-04,PROD0046,WH-EAST,1185,458,63,9,148.14,2.6,1
2024-02-05,PROD0046,WH-EAST,317,469,364,3,86.02,0.7,1
2024-02-06,PROD0046,WH-EAST,493,477,313,7,115.92,1.0,1
2024-02-07,PROD0046,WH-SOUTH,611,569,366,13,119.04,1.1,1
2024-02-08,PROD0046,WH-EAST,901,345,45,2,68.53,2.6,1
2024-02-09,PROD0046,WH-EAST,1041,445,98,12,57.76,2.3,1
2024-02-10,PROD0046,WH-EAST,854,514,230,7,142.33,1.7,1
2024-02-11,PROD0046,WH-NORTH,0,433,433,10,125.01,0.0,1
2024-02-12,PROD0046,WH-EAST,776,290,32,4,78.31,2.7,1
2024-02-13,PROD0046,WH-NORTH,864,390,102,5,101.23,2.2,1
2024-02-14,PROD0046,WH-EAST,837,351,72,8,88.0,2.4,1
2024-02-15,PROD0046,WH-EAST,936,300,0,3,131.65,3.1,0
2024-02-16,PROD0046,WH-NORTH,423,346,205,5,118.02,1.2,1
2024-02-17,PROD0046,WH-EAST,326,363,255,7,166.21,0.9,1
2024-02-18,PROD0046,WH-SOUTH,869,424,135,7,23.62,2.0,1
2024-02-19,PROD0046,WH-NORTH,655,284,66,4,108.95,2.3,1
2024-02-20,PROD0046,WH-SOUTH,724,362,121,14,10.82,2.0,1
2024-02-21,PROD0046,WH-SOUTH,828,285,9,2,167.91,2.9,1
2024-02-22,PROD0046,WH-EAST,1159,464,78,4,170.87,2.5,1
2024-02-23,PROD0046,WH-EAST,322,339,232,4,152.87,0.9,1
2024-02-24,PROD0046,WH-NORTH,526,520,345,10,160.01,1.0,1
2024-02-25,PROD0046,WH-SOUTH,351,227,110,2,78.7,1.5,1
2024-02-26,PROD0046,WH-EAST,739,483,237,10,91.86,1.5,1
2024-02-27,PROD0046,WH-NORTH,297,420,321,9,141.85,0.7,1
2024-02-28,PROD0046,WH-SOUTH,1217,493,88,13,183.28,2.5,1
2024-02-29,PROD0046,WH-NORTH,482,360,200,13,7.05,1.3,1
2024-03-01,PROD0046,WH-EAST,260,345,259,14,134.77,0.8,1
2024-03-02,PROD0046,WH-SOUTH,843,382,101,7,59.39,2.2,1
2024-03-03,PROD0046,WH-EAST,1078,349,0,12,41.43,3.1,0
2024-03-04,PROD0046,WH-EAST,220,463,390,11,53.83,0.5,1
2024-03-05,PROD0046,WH-EAST,1032,585,241,12,88.26,1.8,1
2024-03-06,PROD0046,WH-NORTH,1194,400,2,11,141.98,3.0,1
2024-03-07,PROD0046,WH-NORTH,593,368,171,13,161.17,1.6,1
2024-03-08,PROD0046,WH-EAST,765,281,26,13,143.67,2.7,1
2024-03-09,PROD0046,WH-SOUTH,803,279,12,11,160.97,2.9,1
2024-03-10,PROD0046,WH-NORTH,1188,405,9,13,40.79,2.9,1
2024-03-11,PROD0046,WH-SOUTH,1151,270,0,8,44.79,4.3,0
2024-03-12,PROD0046,WH-SOUTH,570,477,287,2,119.46,1.2,1
2024-03-13,PROD0046,WH-NORTH,992,434,104,10,116.25,2.3,1
2024-03-14,PROD0046,WH-EAST,672,387,163,6,101.14,1.7,1
2024-03-15,PROD0046,WH-EAST,922,538,231,9,23.97,1.7,1
2024-03-16,PROD0046,WH-EAST,336,528,416,12,168.84,0.6,1
2024-03-17,PROD0046,WH-SOUTH,260,390,304,13,14.94,0.7,1
2024-03-18,PROD0046,WH-EAST,743,434,187,12,104.15,1.7,1
2024-03-19,PROD0046,WH-EAST,773,434,177,4,146.17,1.8,1
2024-03-20,PROD0046,WH-SOUTH,651,415,198,13,19.3,1.6,1
2024-03-21,PROD0046,WH-NORTH,296,442,344,10,104.33,0.7,1
2024-03-22,PROD0046,WH-NORTH,1231,546,136,5,78.21,2.3,1
2024-03-23,PROD0046,WH-EAST,285,577,482,14,152.21,0.5,1
2024-03-24,PROD0046,WH-SOUTH,259,446,360,11,176.45,0.6,1
2024-03-25,PROD0046,WH-EAST,0,421,421,13,192.15,0.0,1
2024-03-26,PROD0046,WH-SOUTH,441,421,274,2,76.71,1.0,1
2024-03-27,PROD0046,WH-EAST,1150,502,119,6,26.97,2.3,1
2024-03-28,PROD0046,WH-SOUTH,405,380,245,14,190.55,1.1,1
2024-03-29,PROD0046,WH-EAST,998,623,291,6,142.44,1.6,1
2024-03-30,PROD0046,WH-EAST,800,310,44,4,160.84,2.6,1
2024-03-31,PROD0046,WH-SOUTH,806,513,245,5,97.68,1.6,1
2024-04-01,PROD0046,WH-EAST,289,557,461,3,113.2,0.5,1
2024-04-02,PROD0046,WH-EAST,944,255,0,9,66.08,3.7,0
2024-04-03,PROD0046,WH-EAST,868,435,146,2,55.46,2.0,1
2024-04-04,PROD0046,WH-EAST,959,647,328,3,111.84,1.5,1
2024-04-05,PROD0046,WH-EAST,286,487,392,13,166.27,0.6,1
2024-04-06,PROD0046,WH-EAST,560,445,259,10,130.76,1.3,1
2024-04-07,PROD0046,WH-EAST,1141,425,45,13,58.7,2.7,1
2024-04-08,PROD0046,WH-EAST,1254,453,35,10,129.97,2.8,1
2024-04-09,PROD0046,WH-SOUTH,538,371,192,14,6.19,1.5,1
2024-04-10,PROD0046,WH-NORTH,996,450,118,7,28.57,2.2,1
2024-04-11,PROD0046,WH-NORTH,543,392,211,10,24.24,1.4,1
2024-04-12,PROD0046,WH-SOUTH,942,315,1,8,53.85,3.0,1
2024-04-13,PROD0046,WH-EAST,261,300,213,11,126.7,0.9,1
2024-04-14,PROD0046,WH-SOUTH,739,405,159,5,9.27,1.8,1
2024-04-15,PROD0046,WH-NORTH,387,365,236,10,33.37,1.1,1
2024-04-16,PROD0046,WH-NORTH,883,399,105,3,172.97,2.2,1
2024-04-17,PROD0046,WH-SOUTH,496,394,229,3,94.26,1.3,1
2024-04-18,PROD0046,WH-NORTH,955,461,143,4,176.85,2.1,1
2024-04-19,PROD0046,WH-NORTH,307,470,368,10,74.21,0.7,1
2024-04-20,PROD0046,WH-SOUTH,634,501,290,13,102.03,1.3,1
2024-04-21,PROD0046,WH-NORTH,224,463,389,6,117.75,0.5,1
2024-04-22,PROD0046,WH-NORTH,1229,466,57,9,198.3,2.6,1
2024-04-23,PROD0046,WH-EAST,1033,547,203,13,184.33,1.9,1
2024-04-24,PROD0046,WH-SOUTH,1158,372,0,12,46.88,3.1,0
2024-04-25,PROD0046,WH-EAST,432,422,278,4,125.35,1.0,1
2024-04-26,PROD0046,WH-EAST,1045,380,32,5,119.1,2.8,1
2024-04-27,PROD0046,WH-NORTH,775,421,163,2,73.72,1.8,1
2024-04-28,PROD0046,WH-NORTH,1179,275,0,7,167.08,4.3,0
2024-04-29,PROD0046,WH-EAST,774,391,133,10,134.55,2.0,1
2024-04-30,PROD0046,WH-EAST,1050,374,24,11,170.34,2.8,1
2024-05-01,PROD0046,WH-EAST,489,303,140,2,195.69,1.6,1
2024-05-02,PROD0046,WH-SOUTH,592,338,141,5,29.9,1.8,1
2024-05-03,PROD0046,WH-EAST,273,351,260,7,151.18,0.8,1
2024-05-04,PROD0046,WH-NORTH,679,469,243,9,9.74,1.4,1
2024-05-05,PROD0046,WH-EAST,540,460,280,10,53.91,1.2,1
2024-05-06,PROD0046,WH-NORTH,567,218,29,3,191.42,2.6,1
2024-05-07,PROD0046,WH-EAST,844,423,142,14,12.77,2.0,1
2024-05-08,PROD0046,WH-SOUTH,326,412,304,9,38.4,0.8,1
2024-05-09,PROD0046,WH-NORTH,366,387,265,6,74.81,0.9,1
2024-05-10,PROD0046,WH-EAST,1053,452,101,4,179.84,2.3,1
2024-05-11,PROD0046,WH-SOUTH,1087,406,44,14,136.85,2.7,1
2024-05-12,PROD0046,WH-EAST,752,379,129,7,94.56,2.0,1
2024-05-13,PROD0046,WH-EAST,607,330,128,9,35.19,1.8,1
2024-05-14,PROD0046,WH-EAST,0,331,331,8,90.3,0.0,1
2024-05-15,PROD0046,WH-EAST,948,467,151,7,181.39,2.0,1
2024-05-16,PROD0046,WH-SOUTH,1196,449,51,12,68.81,2.7,1
2024-05-17,PROD0046,WH-NORTH,577,288,96,5,166.11,2.0,1
2024-05-18,PROD0046,WH-NORTH,766,327,72,6,85.08,2.3,1
2024-05-19,PROD0046,WH-SOUTH,296,557,459,7,120.98,0.5,1
2024-05-20,PROD0046,WH-EAST,700,556,323,6,41.03,1.3,1
2024-05-21,PROD0046,WH-NORTH,1045,543,195,6,36.48,1.9,1
2024-05-22,PROD0046,WH-EAST,942,350,36,13,110.0,2.7,1
2024-05-23,PROD0046,WH-SOUTH,333,419,308,13,59.04,0.8,1
2024-05-24,PROD0046,WH-NORTH,942,340,26,5,73.12,2.8,1
2024-05-25,PROD0046,WH-SOUTH,415,336,198,14,192.56,1.2,1
2024-05-26,PROD0046,WH-SOUTH,279,502,409,12,127.08,0.6,1
2024-05-27,PROD0046,WH-EAST,215,374,303,6,118.46,0.6,1
2024-05-28,PROD0046,WH-NORTH,393,341,210,7,178.28,1.2,1
2024-05-29,PROD0046,WH-SOUTH,723,376,135,14,115.25,1.9,1
2024-05-30,PROD0046,WH-NORTH,0,355,355,4,197.79,0.0,1
2024-05-31,PROD0046,WH-SOUTH,700,398,165,5,112.93,1.8,1
2024-06-01,PROD0046,WH-SOUTH,438,338,192,3,46.66,1.3,1
2024-06-02,PROD0046,WH-SOUTH,1054,568,217,3,134.78,1.9,1
2024-06-03,PROD0046,WH-NORTH,304,397,296,4,89.2,0.8,1
2024-06-04,PROD0046,WH-SOUTH,1186,525,130,5,102.08,2.3,1
2024-06-05,PROD0046,WH-SOUTH,1087,449,87,4,14.25,2.4,1
2024-06-06,PROD0046,WH-NORTH,400,421,288,12,63.53,1.0,1
2024-06-07,PROD0046,WH-SOUTH,1254,396,0,6,195.83,3.2,0
2024-06-08,PROD0046,WH-SOUTH,1126,229,0,10,122.04,4.9,0
2024-06-09,PROD0046,WH-SOUTH,351,477,360,12,55.79,0.7,1
2024-06-10,PROD0046,WH-NORTH,745,353,105,7,32.92,2.1,1
2024-06-11,PROD0046,WH-SOUTH,225,405,330,9,77.93,0.6,1
2024-06-12,PROD0046,WH-SOUTH,0,386,386,3,198.71,0.0,1
2024-06-13,PROD0046,WH-NORTH,1207,518,116,10,51.58,2.3,1
2024-06-14,PROD0046,WH-NORTH,512,352,182,6,59.77,1.5,1
2024-06-15,PROD0046,WH-SOUTH,858,477,191,9,35.13,1.8,1
2024-06-16,PROD0046,WH-EAST,981,234,0,14,172.24,4.2,0
2024-06-17,PROD0046,WH-SOUTH,601,631,431,11,152.05,1.0,1
2024-06-18,PROD0046,WH-NORTH,825,460,185,8,181.31,1.8,1
2024-06-19,PROD0046,WH-EAST,829,517,241,12,163.75,1.6,1
2024-06-20,PROD0046,WH-EAST,1225,527,119,4,120.89,2.3,1
2024-06-21,PROD0046,WH-NORTH,1174,439,48,6,164.09,2.7,1
2024-06-22,PROD0046,WH-SOUTH,250,449,366,9,21.88,0.6,1
2024-06-23,PROD0046,WH-SOUTH,303,493,392,14,168.63,0.6,1
2024-06-24,PROD0046,WH-SOUTH,618,396,190,2,7.9,1.6,1
2024-06-25,PROD0046,WH-NORTH,707,319,84,5,148.85,2.2,1
2024-06-26,PROD0046,WH-NORTH,310,284,181,14,109.33,1.1,1
2024-06-27,PROD0046,WH-SOUTH,945,305,0,11,111.15,3.1,0
2024-06-28,PROD0046,WH-NORTH,1227,396,0,6,153.4,3.1,0
2024-01-01,PROD0047,WH-SOUTH,724,422,181,7,143.24,1.7,1
2024-01-02,PROD0047,WH-EAST,847,171,0,4,136.05,5.0,0
2024-01-03,PROD0047,WH-NORTH,669,298,75,6,153.4,2.2,1
2024-01-04,PROD0047,WH-EAST,887,331,36,3,89.13,2.7,1
2024-01-05,PROD0047,WH-EAST,390,416,286,5,45.47,0.9,1
2024-01-06,PROD0047,WH-SOUTH,468,278,122,3,30.8,1.7,1
2024-01-07,PROD0047,WH-EAST,974,304,0,7,165.68,3.2,0
2024-01-08,PROD0047,WH-NORTH,966,255,0,13,112.23,3.8,0
2024-01-09,PROD0047,WH-NORTH,780,361,101,13,58.24,2.2,1
2024-01-10,PROD0047,WH-NORTH,261,429,342,13,127.16,0.6,1
2024-01-11,PROD0047,WH-NORTH,553,435,251,10,149.41,1.3,1
2024-01-12,PROD0047,WH-SOUTH,806,303,35,12,59.19,2.7,1
2024-01-13,PROD0047,WH-NORTH,734,298,54,11,161.34,2.5,1
2024-01-14,PROD0047,WH-NORTH,626,398,190,4,112.13,1.6,1
2024-01-15,PROD0047,WH-NORTH,397,456,324,6,116.94,0.9,1
2024-01-16,PROD0047,WH-NORTH,554,438,254,8,192.25,1.3,1
2024-01-17,PROD0047,WH-EAST,964,318,0,5,89.29,3.0,0
2024-01-18,PROD0047,WH-EAST,816,378,106,4,148.29,2.2,1
2024-01-19,PROD0047,WH-SOUTH,324,103,0,5,106.76,3.1,0
2024-01-20,PROD0047,WH-EAST,573,311,120,3,93.43,1.8,1
2024-01-21,PROD0047,WH-NORTH,463,409,255,5,47.2,1.1,1
2024-01-22,PROD0047,WH-NORTH,239,289,210,2,20.64,0.8,1
2024-01-23,PROD0047,WH-EAST,1007,351,16,11,147.35,2.9,1
2024-01-24,PROD0047,WH-NORTH,893,355,58,6,152.53,2.5,1
2024-01-25,PROD0047,WH-SOUTH,752,323,73,11,134.3,2.3,1
2024-01-26,PROD0047,WH-SOUTH,525,417,242,6,165.79,1.3,1
2024-01-27,PROD0047,WH-SOUTH,516,384,212,5,163.79,1.3,1
2024-01-28,PROD0047,WH-EAST,784,283,22,3,168.79,2.8,1
2024-01-29,PROD0047,WH-SOUTH,878,377,85,12,128.09,2.3,1
2024-01-30,PROD0047,WH-NORTH,216,304,232,6,138.66,0.7,1
2024-01-31,PROD0047,WH-SOUTH,727,330,88,7,10.79,2.2,1
2024-02-01,PROD0047,WH-NORTH,588,209,13,9,56.08,2.8,1
2024-02-02,PROD0047,WH-EAST,451,349,199,7,85.61,1.3,1
2024-02-03,PROD0047,WH-SOUTH,603,422,221,10,153.17,1.4,1
2024-02-04,PROD0047,WH-EAST,354,339,221,10,150.08,1.0,1
2024-02-05,PROD0047,WH-SOUTH,811,311,41,8,138.35,2.6,1
2024-02-06,PROD0047,WH-NORTH,358,372,253,2,61.34,1.0,1
2024-02-07,PROD0047,WH-EAST,509,423,254,3,68.95,1.2,1
2024-02-08,PROD0047,WH-EAST,598,386,187,4,90.74,1.5,1
2024-02-09,PROD0047,WH-NORTH,980,383,57,3,64.71,2.6,1
2024-02-10,PROD0047,WH-EAST,268,484,395,11,106.81,0.6,1
2024-02-11,PROD0047,WH-NORTH,375,287,162,4,54.93,1.3,1
2024-02-12,PROD0047,WH-SOUTH,636,307,95,6,148.99,2.1,1
2024-02-13,PROD0047,WH-NORTH,990,425,95,13,51.5,2.3,1
2024-02-14,PROD0047,WH-EAST,319,442,336,2,187.16,0.7,1
2024-02-15,PROD0047,WH-SOUTH,315,383,278,10,129.73,0.8,1
2024-02-16,PROD0047,WH-SOUTH,423,281,140,2,182.38,1.5,1
2024-02-17,PROD0047,WH-EAST,579,442,249,10,92.36,1.3,1
2024-02-18,PROD0047,WH-EAST,499,420,254,2,13.86,1.2,1
2024-02-19,PROD0047,WH-EAST,473,313,156,12,170.44,1.5,1
2024-02-20,PROD0047,WH-EAST,453,366,215,13,116.07,1.2,1
2024-02-21,PROD0047,WH-EAST,355,320,202,4,178.55,1.1,1
2024-02-22,PROD0047,WH-NORTH,491,236,73,10,174.74,2.1,1
2024-02-23,PROD0047,WH-NORTH,396,409,277,10,86.0,1.0,1
2024-02-24,PROD0047,WH-SOUTH,275,472,381,4,82.17,0.6,1
2024-02-25,PROD0047,WH-SOUTH,227,305,230,10,91.03,0.7,1
2024-02-26,PROD0047,WH-NORTH,761,582,329,12,159.72,1.3,1
2024-02-27,PROD0047,WH-NORTH,746,300,52,4,165.22,2.5,1
2024-02-28,PROD0047,WH-EAST,328,337,228,5,6.79,1.0,1
2024-02-29,PROD0047,WH-EAST,849,371,88,4,159.89,2.3,1
2024-03-01,PROD0047,WH-EAST,731,338,95,7,177.42,2.2,1
2024-03-02,PROD0047,WH-SOUTH,250,373,290,12,181.48,0.7,1
2024-03-03,PROD0047,WH-NORTH,587,460,265,10,144.25,1.3,1
2024-03-04,PROD0047,WH-NORTH,765,317,62,5,41.79,2.4,1
2024-03-05,PROD0047,WH-SOUTH,516,423,251,5,72.24,1.2,1
2024-03-06,PROD0047,WH-EAST,203,269,202,2,31.64,0.8,1
2024-03-07,PROD0047,WH-SOUTH,849,320,37,2,176.51,2.7,1
2024-03-08,PROD0047,WH-SOUTH,474,409,251,4,29.99,1.2,1
2024-03-09,PROD0047,WH-NORTH,694,394,163,3,159.68,1.8,1
2024-03-10,PROD0047,WH-SOUTH,553,441,257,3,42.71,1.3,1
2024-03-11,PROD0047,WH-NORTH,383,332,205,4,121.94,1.2,1
2024-03-12,PROD0047,WH-NORTH,858,323,37,8,40.29,2.7,1
2024-03-13,PROD0047,WH-EAST,937,251,0,3,169.68,3.7,0
2024-03-14,PROD0047,WH-SOUTH,921,341,34,10,160.76,2.7,1
2024-03-15,PROD0047,WH-SOUTH,518,330,158,3,19.51,1.6,1
2024-03-16,PROD0047,WH-NORTH,788,455,193,12,150.81,1.7,1
2024-03-17,PROD0047,WH-SOUTH,323,255,148,12,82.58,1.3,1
2024-03-18,PROD0047,WH-SOUTH,369,417,294,8,187.15,0.9,1
2024-03-19,PROD0047,WH-EAST,313,484,380,13,21.35,0.6,1
2024-03-20,PROD0047,WH-NORTH,499,276,110,11,22.91,1.8,1
2024-03-21,PROD0047,WH-SOUTH,987,412,83,8,96.19,2.4,1
2024-03-22,PROD0047,WH-SOUTH,746,316,68,5,47.86,2.4,1
2024-03-23,PROD0047,WH-SOUTH,586,436,241,14,138.51,1.3,1
2024-03-24,PROD0047,WH-SOUTH,844,294,13,10,174.9,2.9,1
2024-03-25,PROD0047,WH-SOUTH,824,281,7,6,130.18,2.9,1
2024-03-26,PROD0047,WH-EAST,482,320,160,5,132.71,1.5,1
