customer_id,tenure_months,monthly_charges,total_charges,num_products,support_calls_6m,late_payments,contract_type,payment_method,internet_service,online_security,age_group,churned
CUST00888,12,62.32,794.05,3,6,0,Month-to-month,Electronic check,DSL,Yes,36-50,1
CUST00889,39,27.51,1018.24,3,4,3,Two year,Electronic check,DSL,No internet,51-65,1
CUST00890,34,93.19,3083.14,1,10,2,One year,Credit card,Fiber optic,No internet,51-65,1
CUST00891,16,77.27,1294.51,5,10,2,Two year,Mailed check,Fiber optic,No internet,36-50,1
CUST00892,52,78.07,4002.55,4,1,8,Two year,Mailed check,Fiber optic,No internet,65+,1
CUST00893,59,59.6,3836.28,3,10,7,Month-to-month,Bank transfer,DSL,No internet,51-65,1
CUST00894,61,100.13,5605.49,3,3,0,Month-to-month,Bank transfer,DSL,No internet,36-50,0
CUST00895,56,68.89,3639.5,2,9,7,Month-to-month,Bank transfer,DSL,No internet,51-65,1
CUST00896,38,45.91,1635.04,5,2,2,One year,Mailed check,Fiber optic,No internet,65+,0
CUST00897,24,45.83,1086.57,2,9,1,Month-to-month,Electronic check,No,Yes,18-25,1
CUST00898,18,43.83,738.82,5,1,2,One year,Bank transfer,DSL,Yes,65+,1
CUST00899,36,49.33,1673.74,3,7,5,Month-to-month,Bank transfer,No,Yes,51-65,1
CUST00900,43,101.99,4703.1,3,4,5,One year,Electronic check,Fiber optic,No internet,65+,1
CUST00901,9,40.17,394.75,1,0,0,Two year,Mailed check,Fiber optic,Yes,26-35,1
CUST00902,20,38.43,808.32,2,2,3,Month-to-month,Credit card,Fiber optic,No internet,65+,0
CUST00903,5,115.49,566.11,3,7,0,One year,Credit card,DSL,No internet,36-50,1
CUST00904,7,43.8,324.85,3,9,1,One year,Bank transfer,No,No,18-25,1
CUST00905,5,84.03,444.61,3,0,0,One year,Electronic check,DSL,No internet,51-65,1
CUST00906,61,98.15,5827.68,2,6,7,Month-to-month,Mailed check,DSL,Yes,18-25,0
CUST00907,32,90.66,2721.78,5,10,2,Two year,Mailed check,Fiber optic,No,18-25,1
CUST00908,37,77.37,2729.44,5,7,5,Month-to-month,Mailed check,No,No internet,65+,1
CUST00909,36,104.21,3825.21,1,4,4,Two year,Mailed check,DSL,No internet,65+,1
CUST00910,41,101.39,3753.1,3,9,5,One year,Mailed check,Fiber optic,Yes,26-35,1
CUST00911,17,94.53,1759.79,3,6,0,Month-to-month,Credit card,DSL,No internet,65+,1
CUST00912,69,100.56,6348.34,1,5,9,Month-to-month,Electronic check,DSL,Yes,18-25,0
CUST00913,24,88.51,2097.45,2,2,1,Two year,Electronic check,Fiber optic,No,26-35,1
CUST00914,21,54.1,1184.98,5,7,0,Two year,Bank transfer,DSL,Yes,51-65,1
CUST00915,68,84.3,5903.15,1,5,10,Two year,Electronic check,DSL,No,65+,0
CUST00916,7,58.44,374.47,2,4,1,Two year,Electronic check,Fiber optic,Yes,36-50,1
CUST00917,66,62.84,4100.84,3,9,6,Month-to-month,Bank transfer,DSL,No internet,51-65,1
CUST00918,20,40.13,851.4,1,8,0,Month-to-month,Mailed check,Fiber optic,Yes,18-25,0
CUST00919,13,61.87,781.2,3,7,2,Two year,Mailed check,Fiber optic,No,51-65,1
CUST00920,67,114.7,7412.05,3,7,5,One year,Mailed check,Fiber optic,No,18-25,1
CUST00921,1,25.23,25.35,3,8,0,Two year,Bank transfer,Fiber optic,No internet,18-25,1
CUST00922,46,27.13,1218.68,3,5,1,One year,Electronic check,DSL,No internet,65+,0
CUST00923,61,113.3,6227.0,2,3,8,One year,Mailed check,DSL,No internet,26-35,1
CUST00924,41,102.06,4491.82,1,7,0,Month-to-month,Electronic check,Fiber optic,Yes,26-35,1
CUST00925,66,84.3,5075.03,1,5,11,Month-to-month,Bank transfer,DSL,No internet,36-50,1
CUST00926,9,41.26,383.82,1,9,1,One year,Mailed check,No,No,26-35,1
CUST00927,35,53.66,1747.71,3,1,1,One year,Mailed check,No,No,65+,0
CUST00928,2,49.88,108.03,4,3,0,Two year,Mailed check,Fiber optic,No internet,18-25,1
CUST00929,42,69.83,3014.49,2,9,4,Two year,Credit card,Fiber optic,No internet,65+,1
CUST00930,6,34.04,223.95,1,2,1,Month-to-month,Bank transfer,DSL,No,65+,1
CUST00931,18,53.21,915.71,1,7,1,One year,Bank transfer,DSL,Yes,18-25,1
CUST00932,57,86.5,4902.07,5,6,7,Month-to-month,Electronic check,DSL,No internet,51-65,1
CUST00933,35,119.34,4332.9,2,3,0,Two year,Bank transfer,No,No,65+,1
CUST00934,51,89.63,4850.87,3,1,6,Month-to-month,Bank transfer,Fiber optic,Yes,36-50,1
CUST00935,71,57.67,4195.06,3,2,7,One year,Mailed check,Fiber optic,No internet,26-35,0
CUST00936,13,104.93,1348.66,1,6,1,Two year,Credit card,Fiber optic,Yes,65+,1
CUST00937,12,66.87,802.54,3,2,1,One year,Electronic check,No,No,51-65,1
CUST00938,71,79.37,5098.12,4,2,3,Month-to-month,Mailed check,DSL,No,65+,0
CUST00939,65,114.58,6743.11,2,2,3,One year,Credit card,DSL,No internet,51-65,1
CUST00940,41,102.39,4511.09,5,10,5,Two year,Electronic check,Fiber optic,No,65+,1
CUST00941,42,90.33,3468.04,4,6,7,One year,Electronic check,DSL,No internet,65+,1
CUST00942,10,118.88,1278.8,5,8,0,One year,Credit card,Fiber optic,No internet,18-25,1
CUST00943,42,69.41,2657.56,5,4,5,Two year,Mailed check,DSL,No,65+,0
CUST00944,27,70.55,1924.09,4,6,1,Month-to-month,Mailed check,Fiber optic,Yes,26-35,0
CUST00945,31,79.37,2549.67,2,1,5,Two year,Credit card,No,No,18-25,1
CUST00946,71,107.85,7729.06,2,9,10,One year,Credit card,No,Yes,18-25,1
CUST00947,63,20.7,1278.48,5,0,1,Month-to-month,Mailed check,No,Yes,26-35,0
CUST00948,62,97.93,6180.32,2,6,8,One year,Mailed check,No,No,65+,1
CUST00949,59,112.13,6275.11,3,0,6,One year,Electronic check,Fiber optic,No internet,65+,0
CUST00950,53,106.23,5948.79,2,3,5,One year,Mailed check,DSL,No internet,18-25,0
CUST00951,22,103.99,2360.17,2,1,2,One year,Electronic check,No,Yes,36-50,1
CUST00952,57,87.61,4527.09,2,10,1,Two year,Bank transfer,No,No,36-50,0
CUST00953,34,24.47,809.96,5,8,1,Month-to-month,Credit card,Fiber optic,Yes,36-50,0
CUST00954,62,115.1,7352.29,1,2,3,Month-to-month,Bank transfer,Fiber optic,No internet,51-65,1
CUST00955,15,52.43,825.78,5,9,0,Two year,Credit card,No,No internet,51-65,1
CUST00956,58,81.79,4779.61,2,3,4,One year,Mailed check,No,No,36-50,0
CUST00957,53,117.63,6327.29,3,0,3,One year,Mailed check,Fiber optic,Yes,18-25,0
CUST00958,56,41.79,2169.27,3,7,3,Month-to-month,Credit card,Fiber optic,No internet,51-65,0
CUST00959,47,65.3,3325.06,5,10,2,Two year,Mailed check,DSL,Yes,65+,0
CUST00960,51,116.17,6249.37,2,0,2,Two year,Electronic check,No,No internet,36-50,0
CUST00961,21,119.59,2374.15,2,4,0,One year,Electronic check,DSL,No internet,36-50,1
CUST00962,33,73.75,2474.19,4,0,3,One year,Mailed check,No,No,51-65,1
CUST00963,23,92.72,2066.61,5,5,2,Two year,Credit card,No,No,36-50,1
CUST00964,15,62.47,926.17,3,0,0,Two year,Credit card,Fiber optic,No internet,65+,0
CUST00965,10,84.55,920.38,1,3,1,One year,Mailed check,Fiber optic,No internet,18-25,1
CUST00966,33,101.73,3157.94,4,7,2,Two year,Bank transfer,No,No,36-50,1
CUST00967,31,117.11,3826.92,1,2,3,Two year,Electronic check,No,Yes,65+,1
CUST00968,50,90.71,4251.73,5,3,6,Two year,Mailed check,Fiber optic,No,51-65,0
CUST00969,10,20.15,221.54,4,3,1,Month-to-month,Credit card,DSL,Yes,26-35,1
CUST00970,29,46.87,1383.26,1,1,1,Two year,Bank transfer,Fiber optic,No,36-50,0
CUST00971,3,29.38,94.56,5,1,0,Month-to-month,Electronic check,Fiber optic,No,18-25,0
CUST00972,36,49.38,1819.2,2,3,6,One year,Mailed check,Fiber optic,No,36-50,1
CUST00973,18,106.86,1876.12,1,1,3,Month-to-month,Mailed check,DSL,No,26-35,1
CUST00974,9,76.76,729.84,3,10,1,One year,Bank transfer,No,Yes,51-65,1
CUST00975,57,57.56,3530.79,1,4,9,Month-to-month,Credit card,DSL,No internet,36-50,0
CUST00976,1,117.28,122.98,3,5,0,One year,Electronic check,No,No,65+,1
CUST00977,52,68.11,3315.45,5,3,0,One year,Mailed check,DSL,Yes,18-25,0
CUST00978,33,112.52,3546.81,1,5,5,Month-to-month,Bank transfer,Fiber optic,Yes,18-25,1
CUST00979,34,89.67,3102.66,5,8,3,Two year,Electronic check,DSL,Yes,26-35,1
CUST00980,2,48.95,99.53,3,3,0,Month-to-month,Bank transfer,DSL,No internet,65+,0
CUST00981,48,70.2,3072.92,5,7,3,Month-to-month,Electronic check,DSL,No internet,18-25,1
CUST00982,42,29.21,1120.07,2,6,7,Month-to-month,Credit card,Fiber optic,No internet,18-25,1
CUST00983,71,65.61,4234.72,4,10,8,One year,Mailed check,Fiber optic,Yes,36-50,1
CUST00984,59,103.89,6014.94,5,10,0,Two year,Bank transfer,DSL,No internet,18-25,1
CUST00985,48,114.21,5130.36,2,0,6,Month-to-month,Credit card,DSL,Yes,18-25,1
CUST00986,24,115.89,2743.39,3,10,2,One year,Bank transfer,DSL,No,18-25,1
CUST00987,13,48.93,592.0,4,6,1,Month-to-month,Credit card,Fiber optic,Yes,36-50,1
CUST00988,41,93.85,3898.94,1,1,6,Month-to-month,Bank transfer,DSL,Yes,26-35,0
CUST00989,36,23.74,938.6,2,9,1,Month-to-month,Bank transfer,DSL,No,51-65,1
CUST00990,18,85.5,1414.53,5,0,0,Two year,Electronic check,DSL,Yes,65+,1
CUST00991,13,39.24,524.58,3,2,2,One year,Credit card,DSL,Yes,26-35,1
CUST00992,33,53.55,1894.36,3,5,1,One year,Electronic check,Fiber optic,No internet,51-65,1
CUST00993,55,99.31,5105.12,5,8,6,One year,Bank transfer,Fiber optic,Yes,18-25,1
CUST00994,46,44.75,2161.57,4,10,3,Two year,Electronic check,DSL,No internet,51-65,1
CUST00995,30,55.62,1780.34,1,5,5,Month-to-month,Mailed check,Fiber optic,No,36-50,1
CUST00996,9,46.75,442.97,4,2,1,Two year,Credit card,No,No,51-65,1
CUST00997,39,30.52,1183.79,3,3,1,One year,Electronic check,DSL,No,51-65,0
CUST00998,35,112.38,3849.76,3,10,1,Two year,Mailed check,DSL,No internet,65+,1
CUST00999,71,108.82,8109.34,2,4,3,Two year,Mailed check,Fiber optic,No internet,26-35,1
CUST01000,39,30.33,1176.91,2,10,3,One year,Bank transfer,No,No internet,65+,1
CUST01001,29,52.4,1432.22,3,6,4,One year,Mailed check,DSL,No internet,65+,1
CUST01002,4,61.3,225.65,5,2,0,Month-to-month,Credit card,Fiber optic,Yes,36-50,0
CUST01003,29,87.38,2534.07,1,6,4,Two year,Bank transfer,No,No,18-25,1
CUST01004,4,44.48,177.82,2,7,0,Month-to-month,Credit card,DSL,No,65+,1
CUST01005,55,101.45,6091.89,1,8,2,One year,Electronic check,No,Yes,18-25,1
CUST01006,17,117.92,2196.7,4,3,2,One year,Mailed check,DSL,No,36-50,1
CUST01007,19,94.87,1979.72,2,6,2,One year,Mailed check,DSL,Yes,65+,1
CUST01008,14,66.0,969.84,5,9,2,One year,Electronic check,No,No internet,18-25,1
CUST01009,15,38.15,562.36,4,4,2,One year,Credit card,No,No,51-65,1
CUST01010,4,61.17,263.72,2,3,0,Month-to-month,Mailed check,DSL,Yes,36-50,1
CUST01011,4,31.36,132.37,2,9,0,Two year,Credit card,DSL,Yes,26-35,1
CUST01012,30,47.22,1351.97,4,10,3,Month-to-month,Electronic check,No,Yes,36-50,1
CUST01013,6,102.55,620.9,3,1,0,Month-to-month,Mailed check,Fiber optic,No internet,26-35,0
CUST01014,5,27.39,130.13,5,1,0,Two year,Credit card,DSL,Yes,36-50,0
CUST01015,21,109.36,2084.66,5,8,3,One year,Credit card,Fiber optic,No internet,18-25,1
CUST01016,10,107.62,1098.2,2,4,0,Month-to-month,Electronic check,No,No internet,36-50,1
CUST01017,39,75.35,3166.78,1,3,2,Month-to-month,Credit card,Fiber optic,Yes,51-65,1
CUST01018,13,68.57,969.71,5,1,0,Month-to-month,Electronic check,Fiber optic,Yes,18-25,1
CUST01019,64,31.6,2174.85,1,9,10,One year,Credit card,DSL,No,51-65,1
CUST01020,1,36.16,39.29,5,10,0,Two year,Mailed check,No,No,36-50,1
CUST01021,18,110.86,2168.64,1,9,1,One year,Mailed check,No,No,51-65,1
CUST01022,49,49.46,2388.98,5,1,3,Month-to-month,Mailed check,Fiber optic,No internet,18-25,0
CUST01023,49,32.21,1602.78,3,2,3,Two year,Bank transfer,DSL,No,36-50,0
CUST01024,7,27.61,183.12,3,3,1,One year,Bank transfer,Fiber optic,Yes,51-65,1
CUST01025,71,45.33,3118.27,2,5,2,Two year,Mailed check,No,No,18-25,0
CUST01026,1,33.89,32.96,4,1,0,Two year,Electronic check,No,No internet,36-50,0
CUST01027,55,59.04,3105.83,5,9,3,Month-to-month,Credit card,Fiber optic,Yes,65+,0
CUST01028,44,63.27,2699.18,4,3,5,Month-to-month,Bank transfer,Fiber optic,No internet,18-25,0
CUST01029,59,35.61,2060.74,3,6,5,Month-to-month,Electronic check,Fiber optic,Yes,51-65,1
CUST01030,3,86.33,237.39,3,1,0,Two year,Mailed check,DSL,No,18-25,1
CUST01031,66,64.51,4519.95,1,0,10,One year,Mailed check,No,No internet,18-25,0
CUST01032,35,118.83,4412.09,1,7,1,One year,Bank transfer,DSL,No internet,18-25,1
CUST01033,16,55.12,933.56,2,2,0,Month-to-month,Bank transfer,DSL,Yes,65+,0
CUST01034,20,48.39,974.78,4,5,1,Two year,Electronic check,DSL,Yes,36-50,0
CUST01035,12,23.9,301.22,3,7,2,Month-to-month,Bank transfer,Fiber optic,Yes,18-25,1
CUST01036,32,54.7,1585.76,3,3,2,Month-to-month,Bank transfer,No,No internet,65+,1
CUST01037,17,112.35,1721.88,4,4,0,Two year,Electronic check,Fiber optic,No internet,18-25,1
CUST01038,60,72.42,3936.07,5,0,1,Two year,Electronic check,No,No,26-35,0
CUST01039,39,27.72,1044.95,2,8,6,Month-to-month,Electronic check,Fiber optic,No,65+,1
CUST01040,53,99.99,5074.6,2,8,0,Two year,Bank transfer,DSL,No,26-35,1
CUST01041,45,69.77,3398.81,1,10,3,One year,Credit card,No,Yes,18-25,1
CUST01042,29,102.39,3040.91,4,4,1,Two year,Credit card,Fiber optic,No,65+,1
CUST01043,42,115.78,5266.34,3,9,4,Two year,Credit card,No,No,26-35,1
CUST01044,1,103.41,105.53,4,9,0,Month-to-month,Mailed check,DSL,No,18-25,1
CUST01045,7,58.85,405.39,2,3,1,One year,Electronic check,Fiber optic,Yes,18-25,1
CUST01046,52,51.83,2665.06,1,3,6,Two year,Credit card,DSL,No,26-35,0
CUST01047,3,71.2,200.55,4,9,0,Two year,Mailed check,Fiber optic,No,36-50,1
CUST01048,59,97.39,5744.74,2,5,0,Month-to-month,Bank transfer,Fiber optic,Yes,26-35,0
CUST01049,39,71.23,2926.2,3,1,3,Two year,Bank transfer,Fiber optic,Yes,36-50,0
CUST01050,44,44.66,2111.67,5,1,5,One year,Credit card,Fiber optic,Yes,51-65,0
CUST01051,49,21.49,1006.16,3,7,0,Month-to-month,Bank transfer,DSL,No internet,26-35,0
CUST01052,44,87.57,3692.11,2,3,1,Month-to-month,Mailed check,DSL,Yes,36-50,0
CUST01053,3,111.16,309.46,4,6,0,Two year,Credit card,Fiber optic,Yes,18-25,1
CUST01054,63,49.55,2907.49,2,2,0,Two year,Bank transfer,DSL,No,26-35,0
CUST01055,23,109.98,2470.07,2,7,0,One year,Bank transfer,DSL,No,18-25,1
CUST01056,28,32.11,850.64,2,8,0,One year,Credit card,DSL,Yes,18-25,0
CUST01057,54,29.52,1621.19,1,9,3,Two year,Bank transfer,DSL,No,65+,1
CUST01058,29,68.94,1994.15,5,0,0,Two year,Electronic check,Fiber optic,Yes,51-65,0
CUST01059,19,38.42,706.7,3,7,0,Two year,Electronic check,Fiber optic,No internet,36-50,1
CUST01060,1,92.71,94.18,5,2,0,One year,Bank transfer,DSL,No internet,26-35,1
CUST01061,11,116.24,1317.23,4,7,0,One year,Electronic check,Fiber optic,No,51-65,1
CUST01062,37,103.79,3797.17,1,9,2,Two year,Credit card,DSL,No internet,51-65,1
CUST01063,64,62.79,3954.84,4,5,0,One year,Bank transfer,No,No,51-65,0
CUST01064,9,32.5,309.1,2,8,0,One year,Credit card,Fiber optic,No internet,18-25,1
CUST01065,8,35.59,270.25,1,6,1,Two year,Mailed check,DSL,No,51-65,1
CUST01066,55,40.45,2111.77,2,3,7,Month-to-month,Credit card,DSL,No,65+,1
CUST01067,37,84.71,3051.3,2,7,0,Month-to-month,Electronic check,DSL,No internet,36-50,1
CUST01068,25,22.16,501.8,2,7,2,Two year,Bank transfer,DSL,No internet,18-25,1
CUST01069,27,34.32,915.03,5,10,4,One year,Mailed check,No,Yes,26-35,1
CUST01070,62,95.5,5962.89,3,1,7,Two year,Mailed check,Fiber optic,No,65+,0
CUST01071,10,108.24,1047.94,2,8,0,Month-to-month,Credit card,DSL,No,18-25,1
CUST01072,50,100.38,4681.39,4,6,4,Month-to-month,Electronic check,DSL,Yes,51-65,1
CUST01073,24,119.34,2758.71,3,3,1,One year,Electronic check,No,No,36-50,1
CUST01074,50,81.36,4456.44,3,8,7,Month-to-month,Bank transfer,Fiber optic,No internet,36-50,1
CUST01075,48,103.05,4473.21,4,10,2,One year,Credit card,Fiber optic,No internet,26-35,1
CUST01076,54,52.7,2865.06,3,1,2,One year,Bank transfer,Fiber optic,No,51-65,0
CUST01077,23,79.73,1735.28,3,0,3,Two year,Bank transfer,Fiber optic,No internet,36-50,1
CUST01078,18,27.29,498.64,3,6,2,Month-to-month,Electronic check,Fiber optic,No,65+,1
CUST01079,1,48.69,47.18,4,9,0,Month-to-month,Electronic check,DSL,No internet,36-50,1
CUST01080,7,65.9,433.96,5,8,0,Two year,Bank transfer,DSL,Yes,51-65,1
CUST01081,20,89.34,1939.2,3,5,0,Two year,Mailed check,Fiber optic,No,51-65,1
CUST01082,2,59.54,116.87,2,10,0,Two year,Mailed check,DSL,Yes,18-25,1
CUST01083,9,118.84,1151.55,2,0,0,Two year,Electronic check,No,No,26-35,0
CUST01084,50,101.71,5363.41,5,3,3,One year,Mailed check,DSL,No internet,26-35,1
CUST01085,70,80.53,5635.71,1,3,6,Month-to-month,Electronic check,No,No internet,36-50,0
CUST01086,37,109.07,4339.64,5,2,0,One year,Electronic check,No,No internet,18-25,0
CUST01087,15,106.71,1487.19,5,5,0,Two year,Bank transfer,Fiber optic,Yes,18-25,1
CUST01088,10,30.83,297.93,4,1,1,Two year,Credit card,No,Yes,26-35,0
CUST01089,68,93.37,6447.03,1,4,4,Two year,Credit card,DSL,No,18-25,1
CUST01090,35,44.2,1500.15,4,8,2,One year,Bank transfer,No,No internet,18-25,1
CUST01091,36,71.51,2428.78,3,7,2,One year,Credit card,DSL,Yes,65+,1
CUST01092,2,30.31,59.45,3,6,0,One year,Electronic check,DSL,Yes,65+,0
CUST01093,5,35.48,176.07,1,6,0,One year,Credit card,Fiber optic,Yes,18-25,1
CUST01094,47,71.6,3290.67,5,6,1,One year,Mailed check,Fiber optic,No internet,65+,1
CUST01095,26,86.4,2093.57,1,7,0,Two year,Electronic check,DSL,No,65+,1
CUST01096,27,57.49,1476.35,5,1,4,Two year,Bank transfer,No,No,26-35,1
CUST01097,47,115.19,5941.67,5,10,2,One year,Bank transfer,Fiber optic,No,26-35,1
CUST01098,13,66.81,916.61,4,5,2,Two year,Electronic check,Fiber optic,No,65+,1
CUST01099,63,80.48,4774.16,2,0,2,Two year,Electronic check,DSL,Yes,51-65,0
CUST01100,23,67.9,1525.55,5,8,1,One year,Credit card,DSL,No,26-35,1
CUST01101,67,57.06,3669.96,1,3,0,Two year,Mailed check,DSL,Yes,65+,0
CUST01102,61,32.51,2071.18,1,10,7,Two year,Bank transfer,Fiber optic,No,51-65,1
CUST01103,59,111.99,7202.24,1,1,8,One year,Bank transfer,Fiber optic,Yes,51-65,0
CUST01104,65,112.15,6850.06,5,0,0,Month-to-month,Credit card,DSL,No internet,36-50,0
CUST01105,19,39.35,773.84,4,3,0,One year,Mailed check,No,No internet,51-65,0
CUST01106,61,29.39,1835.47,4,1,10,Month-to-month,Mailed check,Fiber optic,No internet,65+,0
CUST01107,56,54.99,3017.09,4,6,4,Month-to-month,Mailed check,No,Yes,26-35,0
CUST01108,37,97.9,3271.72,5,5,1,One year,Bank transfer,No,No,36-50,1
CUST01109,26,98.03,2612.06,2,2,0,Two year,Credit card,Fiber optic,Yes,65+,1
CUST01110,2,65.87,128.1,3,7,0,One year,Mailed check,No,No internet,18-25,0
CUST01111,11,110.79,1176.95,1,0,0,One year,Bank transfer,Fiber optic,Yes,18-25,1
CUST01112,65,23.27,1482.7,5,9,3,One year,Mailed check,No,Yes,26-35,0
CUST01113,41,48.9,2005.06,2,5,3,Month-to-month,Bank transfer,DSL,No,65+,0
CUST01114,52,67.2,3208.76,3,6,3,One year,Mailed check,Fiber optic,No internet,26-35,1
CUST01115,20,22.29,419.74,4,2,3,One year,Electronic check,DSL,No internet,26-35,1
CUST01116,40,59.28,2292.04,5,2,5,Month-to-month,Credit card,DSL,No internet,26-35,0
CUST01117,3,74.61,231.17,1,4,0,Month-to-month,Electronic check,DSL,No internet,18-25,1
CUST01118,72,96.57,6646.83,2,7,1,Two year,Credit card,No,No internet,26-35,0
CUST01119,31,52.03,1587.38,2,6,4,Two year,Bank transfer,DSL,Yes,18-25,1
CUST01120,8,92.24,751.1,5,9,0,Month-to-month,Credit card,Fiber optic,No internet,18-25,1
CUST01121,23,72.67,1832.67,2,5,2,Month-to-month,Electronic check,No,No internet,26-35,1
CUST01122,7,82.16,544.08,3,3,1,One year,Mailed check,DSL,No internet,18-25,1
CUST01123,66,98.89,5981.56,2,10,10,One year,Credit card,Fiber optic,No internet,36-50,1
CUST01124,59,109.41,7076.69,4,0,5,Month-to-month,Credit card,Fiber optic,No internet,65+,0
CUST01125,28,87.43,2566.37,1,9,3,One year,Bank transfer,No,No,65+,1
CUST01126,65,49.02,2956.57,5,9,1,One year,Bank transfer,Fiber optic,No,36-50,0
CUST01127,4,95.75,352.65,4,6,0,Two year,Credit card,No,No,51-65,1
CUST01128,51,106.97,5046.6,5,8,3,Two year,Electronic check,DSL,Yes,51-65,1
CUST01129,21,65.99,1358.49,5,2,1,One year,Mailed check,Fiber optic,No,65+,1
CUST01130,66,21.12,1449.46,2,7,10,One year,Bank transfer,DSL,No internet,65+,0
CUST01131,69,116.75,7251.26,3,9,9,Month-to-month,Electronic check,No,No internet,18-25,1
CUST01132,18,52.35,965.38,4,7,1,One year,Mailed check,Fiber optic,Yes,65+,0
CUST01133,25,111.21,2707.61,5,0,2,Month-to-month,Credit card,No,No,18-25,1
CUST01134,57,30.94,1921.32,4,5,7,Month-to-month,Bank transfer,No,No,51-65,0
CUST01135,45,100.14,4537.29,4,1,1,One year,Mailed check,DSL,Yes,36-50,0
CUST01136,6,20.44,125.18,3,4,0,One year,Electronic check,No,No,18-25,0
CUST01137,30,84.26,2666.29,5,3,0,Month-to-month,Credit card,No,Yes,36-50,0
CUST01138,2,26.38,52.84,1,7,0,Month-to-month,Mailed check,No,No internet,65+,1
CUST01139,45,34.92,1471.19,2,3,6,Two year,Bank transfer,DSL,No internet,65+,1
CUST01140,3,58.44,188.87,1,7,0,One year,Bank transfer,Fiber optic,No internet,51-65,1
CUST01141,18,45.96,877.73,4,5,1,One year,Electronic check,DSL,No internet,36-50,1
CUST01142,64,108.41,7202.42,3,4,6,One year,Mailed check,No,No,36-50,1
CUST01143,7,92.04,649.79,4,3,1,Two year,Electronic check,Fiber optic,No,26-35,1
CUST01144,33,53.03,1597.95,4,10,3,Two year,Mailed check,Fiber optic,No internet,26-35,1
CUST01145,35,70.67,2615.2,5,3,5,One year,Mailed check,No,Yes,51-65,0
CUST01146,64,41.58,2915.86,3,8,5,Two year,Mailed check,Fiber optic,No,65+,0
CUST01147,61,20.46,1250.03,5,4,3,Month-to-month,Mailed check,No,No internet,26-35,0
CUST01148,33,50.08,1775.35,4,9,5,One year,Credit card,No,No,36-50,1
CUST01149,8,56.12,468.78,5,2,1,One year,Mailed check,DSL,No internet,18-25,1
CUST01150,7,65.79,440.3,5,3,0,Two year,Mailed check,DSL,No internet,36-50,1
CUST01151,35,83.49,3168.83,1,3,4,Month-to-month,Credit card,Fiber optic,Yes,36-50,0
CUST01152,72,119.28,7918.18,1,10,2,One year,Electronic check,DSL,No internet,26-35,0
CUST01153,72,29.42,1995.26,2,1,2,One year,Electronic check,No,No internet,26-35,0
CUST01154,29,95.06,2823.14,3,3,0,Month-to-month,Credit card,DSL,Yes,36-50,1
CUST01155,4,47.48,203.93,4,5,0,One year,Electronic check,DSL,No internet,51-65,0
CUST01156,49,110.61,5751.72,3,1,0,Two year,Bank transfer,No,No internet,36-50,0
CUST01157,45,49.26,2418.22,3,10,6,Month-to-month,Credit card,No,Yes,36-50,1
CUST01158,13,27.84,373.9,3,5,1,Two year,Mailed check,No,Yes,51-65,1
CUST01159,18,67.39,1223.65,1,6,3,Month-to-month,Bank transfer,Fiber optic,No,51-65,1
CUST01160,13,119.77,1445.03,1,10,1,One year,Bank transfer,Fiber optic,No,18-25,1
CUST01161,23,95.33,1985.94,3,8,0,Two year,Mailed check,Fiber optic,Yes,18-25,1
CUST01162,8,62.39,472.57,5,6,0,Two year,Electronic check,DSL,No,51-65,1
CUST01163,8,51.08,370.43,3,9,0,Month-to-month,Mailed check,Fiber optic,Yes,18-25,1
CUST01164,23,115.23,2499.39,2,8,0,Month-to-month,Electronic check,No,Yes,18-25,1
CUST01165,19,56.93,1150.01,4,4,2,Month-to-month,Bank transfer,No,Yes,26-35,1
CUST01166,14,44.63,578.9,3,5,1,Two year,Credit card,DSL,No internet,36-50,1
CUST01167,38,79.05,3153.19,3,3,0,Two year,Bank transfer,No,No,26-35,0
CUST01168,56,108.29,5909.62,1,0,2,One year,Credit card,No,No internet,18-25,0
CUST01169,42,21.58,842.39,5,1,7,Two year,Bank transfer,Fiber optic,No,18-25,0
CUST01170,58,41.36,2236.58,1,6,2,Month-to-month,Mailed check,DSL,No internet,26-35,0
CUST01171,21,29.8,632.05,4,9,0,One year,Mailed check,DSL,No internet,51-65,1
CUST01172,56,97.8,5053.89,1,5,2,One year,Credit card,Fiber optic,No internet,36-50,0
CUST01173,45,105.04,4954.14,1,5,3,Month-to-month,Electronic check,Fiber optic,No,18-25,1
CUST01174,2,100.89,188.77,2,10,0,Two year,Mailed check,No,No internet,18-25,1
CUST01175,28,94.48,2544.74,3,0,1,Two year,Electronic check,No,No,51-65,0
CUST01176,51,24.72,1298.18,1,4,0,Month-to-month,Electronic check,Fiber optic,No internet,51-65,0
CUST01177,45,49.76,2046.09,2,3,6,Two year,Credit card,DSL,Yes,26-35,0
CUST01178,71,86.5,6075.67,1,0,5,One year,Credit card,DSL,No internet,36-50,0
CUST01179,21,34.89,673.86,5,10,1,One year,Bank transfer,DSL,Yes,65+,1
CUST01180,26,88.51,2106.48,4,8,0,Month-to-month,Mailed check,DSL,Yes,65+,1
CUST01181,12,84.85,1059.22,2,6,2,Month-to-month,Mailed check,No,No internet,65+,1
CUST01182,40,84.8,3343.43,2,0,0,One year,Credit card,DSL,No,18-25,0
CUST01183,59,31.41,1757.36,5,5,0,Two year,Electronic check,DSL,Yes,26-35,0
