date,region,category,revenue,orders,avg_order_value,return_rate,discount_pct,customer_satisfaction
2023-08-20,South,Electronics,7557.93,125,60.46,0.119,0.28,4.2
2023-08-20,East,Books,7129.68,148,48.17,0.069,0.09,3.6
2023-08-20,West,Clothing,6910.6,133,51.96,0.04,0.06,3.0
2023-08-20,Central,Home,7097.51,129,55.02,0.073,0.12,3.8
2023-08-21,North,Electronics,7223.42,141,51.23,0.073,0.01,4.8
2023-08-21,South,Clothing,6942.92,131,53.0,0.119,0.29,4.5
2023-08-21,East,Books,7240.65,122,59.35,0.111,0.2,4.9
2023-08-21,West,Electronics,6960.16,116,60.0,0.14,0.11,4.4
2023-08-21,Central,Clothing,7675.01,160,47.97,0.053,0.18,4.9
2023-08-22,North,Home,33274.17,177,187.99,0.072,0.18,4.8
2023-08-22,South,Books,7054.78,131,53.85,0.11,0.15,4.1
2023-08-22,East,Home,7224.99,115,62.83,0.118,0.28,4.7
2023-08-22,West,Books,7550.08,123,61.38,0.117,0.28,3.8
2023-08-22,Central,Home,7495.51,146,51.34,0.02,0.02,4.4
2023-08-23,North,Books,6825.17,114,59.87,0.044,0.04,4.0
2023-08-23,South,Sports,7188.87,130,55.3,0.126,0.06,3.1
2023-08-23,East,Home,7464.84,148,50.44,0.077,0.27,3.2
2023-08-23,West,Electronics,7718.86,133,58.04,0.069,0.08,3.7
2023-08-23,Central,Electronics,6963.51,119,58.52,0.055,0.29,4.3
2023-08-24,North,Clothing,7091.54,116,61.13,0.088,0.0,4.2
2023-08-24,South,Books,7772.96,122,63.71,0.099,0.1,4.4
2023-08-24,East,Clothing,7225.07,139,51.98,0.142,0.2,3.8
2023-08-24,West,Home,7530.29,145,51.93,0.133,0.12,4.7
2023-08-24,Central,Electronics,7365.9,115,64.05,0.133,0.08,4.4
2023-08-25,North,Home,7390.79,128,57.74,0.087,0.2,3.0
2023-08-25,South,Books,7012.57,121,57.96,0.022,0.11,3.1
2023-08-25,East,Home,7370.69,136,54.2,0.116,0.24,3.7
2023-08-25,West,Home,7027.46,110,63.89,0.148,0.26,4.8
2023-08-25,Central,Sports,7251.8,148,49.0,0.134,0.24,4.4
2023-08-26,North,Electronics,7037.09,154,45.7,0.059,0.2,4.1
2023-08-26,South,Sports,7414.64,137,54.12,0.051,0.06,4.5
2023-08-26,East,Home,7157.28,122,58.67,0.149,0.01,4.9
2023-08-26,West,Home,7149.7,141,50.71,0.144,0.2,4.3
2023-08-26,Central,Home,7547.76,118,63.96,0.032,0.21,4.7
2023-08-27,North,Home,7761.06,136,57.07,0.138,0.22,4.5
2023-08-27,South,Home,7083.15,121,58.54,0.125,0.07,3.2
2023-08-27,East,Electronics,7406.23,123,60.21,0.094,0.04,3.6
2023-08-27,West,Books,7363.64,139,52.98,0.028,0.16,4.7
2023-08-27,Central,Clothing,7556.96,144,52.48,0.088,0.18,3.4
2023-08-28,North,Home,7272.18,137,53.08,0.061,0.24,3.6
2023-08-28,South,Electronics,7393.34,154,48.01,0.098,0.09,5.0
2023-08-28,East,Sports,7749.67,163,47.54,0.082,0.25,4.0
2023-08-28,West,Clothing,7222.53,111,65.07,0.13,0.28,3.5
2023-08-28,Central,Clothing,7025.74,117,60.05,0.131,0.22,3.6
2023-08-29,North,Home,7578.03,157,48.27,0.064,0.2,5.0
2023-08-29,South,Sports,6707.53,111,60.43,0.114,0.08,4.8
2023-08-29,East,Sports,7200.75,153,47.06,0.133,0.02,4.9
2023-08-29,West,Sports,6954.7,136,51.14,0.038,0.21,3.6
2023-08-29,Central,Electronics,7444.25,124,60.03,0.067,0.26,3.2
2023-08-30,North,Home,7490.87,123,60.9,0.144,0.13,4.7
2023-08-30,South,Electronics,7445.22,115,64.74,0.035,0.15,3.7
2023-08-30,East,Home,7264.25,135,53.81,0.052,0.04,3.8
2023-08-30,West,Electronics,7193.4,148,48.6,0.121,0.26,4.3
2023-08-30,Central,Books,7706.77,152,50.7,0.022,0.03,3.2
2023-08-31,North,Sports,6920.67,139,49.79,0.082,0.21,3.2
2023-08-31,South,Home,6825.18,120,56.88,0.059,0.04,3.7
2023-08-31,East,Electronics,7199.56,129,55.81,0.071,0.25,4.6
2023-08-31,West,Sports,6752.47,121,55.81,0.09,0.25,4.3
2023-08-31,Central,Sports,7338.87,126,58.24,0.11,0.0,3.9
2023-09-01,North,Sports,7139.48,139,51.36,0.047,0.05,4.1
2023-09-01,South,Books,7391.67,114,64.84,0.146,0.05,5.0
2023-09-01,East,Electronics,7279.65,125,58.24,0.143,0.16,4.6
2023-09-01,West,Sports,7168.14,126,56.89,0.138,0.3,4.2
2023-09-01,Central,Electronics,7070.1,128,55.24,0.051,0.06,3.6
2023-09-02,North,Books,7727.64,135,57.24,0.056,0.22,3.8
2023-09-02,South,Clothing,6699.21,119,56.3,0.072,0.02,3.5
2023-09-02,East,Books,6941.55,124,55.98,0.149,0.21,3.4
2023-09-02,West,Sports,7562.51,144,52.52,0.099,0.13,3.3
2023-09-02,Central,Electronics,7673.18,168,45.67,0.055,0.16,4.4
2023-09-03,North,Electronics,7348.13,138,53.25,0.067,0.1,3.5
2023-09-03,South,Clothing,7509.08,166,45.24,0.069,0.03,4.9
2023-09-03,East,Books,7205.8,148,48.69,0.097,0.24,3.2
2023-09-03,West,Electronics,7135.71,140,50.97,0.137,0.05,4.9
2023-09-03,Central,Sports,7681.14,145,52.97,0.092,0.26,3.8
2023-09-04,North,Clothing,7178.62,122,58.84,0.039,0.17,3.5
2023-09-04,South,Books,7245.63,114,63.56,0.112,0.07,4.2
2023-09-04,East,Sports,7321.77,113,64.79,0.057,0.29,4.0
2023-09-04,West,Clothing,7189.14,121,59.41,0.06,0.26,4.9
2023-09-04,Central,Clothing,7156.67,152,47.08,0.143,0.05,3.1
2023-09-05,North,Home,7526.58,125,60.21,0.125,0.0,4.9
2023-09-05,South,Sports,7074.36,148,47.8,0.111,0.12,4.2
2023-09-05,East,Home,6758.05,106,63.76,0.111,0.22,3.5
2023-09-05,West,Sports,7331.65,119,61.61,0.109,0.01,3.9
2023-09-05,Central,Sports,6647.89,137,48.52,0.137,0.05,3.7
2023-09-06,North,Clothing,7579.68,164,46.22,0.069,0.03,4.8
2023-09-06,South,Electronics,7600.37,152,50.0,0.058,0.14,3.5
2023-09-06,East,Sports,7815.92,147,53.17,0.127,0.01,3.9
2023-09-06,West,Books,7398.19,128,57.8,0.021,0.14,3.6
2023-09-06,Central,Electronics,7609.82,128,59.45,0.033,0.15,3.2
2023-09-07,North,Electronics,7575.44,137,55.3,0.139,0.0,4.5
2023-09-07,South,Clothing,7401.6,141,52.49,0.09,0.08,5.0
2023-09-07,East,Clothing,7740.28,133,58.2,0.066,0.13,3.7
2023-09-07,West,Home,7538.95,154,48.95,0.075,0.1,3.1
2023-09-07,Central,Books,7256.86,124,58.52,0.035,0.15,4.0
2023-09-08,North,Home,7346.38,122,60.22,0.085,0.28,4.7
2023-09-08,South,Electronics,7269.08,137,53.06,0.123,0.04,3.7
2023-09-08,East,Home,7865.5,170,46.27,0.147,0.22,3.9
2023-09-08,West,Home,7450.56,146,51.03,0.052,0.05,4.0
2023-09-08,Central,Clothing,7413.24,119,62.3,0.107,0.13,3.9
2023-09-09,North,Sports,7933.03,130,61.02,0.099,0.06,4.7
2023-09-09,South,Books,7303.79,154,47.43,0.149,0.28,3.9
2023-09-09,East,Electronics,7297.87,127,57.46,0.069,0.16,4.4
2023-09-09,West,Home,7631.97,142,53.75,0.104,0.09,3.5
2023-09-09,Central,Home,7394.71,146,50.65,0.052,0.27,3.4
2023-09-10,North,Books,7871.74,153,51.45,0.138,0.03,3.4
2023-09-10,South,Books,7432.31,116,64.07,0.034,0.2,4.4
2023-09-10,East,Sports,7451.15,142,52.47,0.089,0.11,4.3
2023-09-10,West,Electronics,7273.6,147,49.48,0.037,0.22,3.2
2023-09-10,Central,Home,6864.61,118,58.17,0.14,0.02,4.1
2023-09-11,North,Clothing,7098.07,136,52.19,0.089,0.05,3.3
2023-09-11,South,Sports,7028.48,111,63.32,0.147,0.27,3.9
2023-09-11,East,Electronics,7673.02,129,59.48,0.083,0.16,4.9
2023-09-11,West,Books,7486.54,148,50.58,0.026,0.17,4.6
2023-09-11,Central,Home,7265.1,123,59.07,0.084,0.16,4.0
2023-09-12,North,Home,7736.98,140,55.26,0.072,0.08,3.4
2023-09-12,South,Electronics,7596.24,157,48.38,0.134,0.24,3.9
2023-09-12,East,Books,7354.07,144,51.07,0.092,0.05,3.1
2023-09-12,West,Clothing,7096.84,142,49.98,0.142,0.08,3.3
2023-09-12,Central,Clothing,7518.41,116,64.81,0.089,0.0,3.7
2023-09-13,North,Electronics,7390.07,129,57.29,0.143,0.27,3.5
2023-09-13,South,Electronics,7888.16,154,51.22,0.127,0.07,4.9
2023-09-13,East,Sports,7937.22,163,48.69,0.105,0.26,4.9
2023-09-13,West,Books,7043.59,119,59.19,0.133,0.19,4.1
2023-09-13,Central,Books,7219.73,117,61.71,0.047,0.19,4.7
2023-09-14,North,Clothing,7211.18,121,59.6,0.137,0.03,3.4
2023-09-14,South,Clothing,7668.51,157,48.84,0.094,0.28,3.4
2023-09-14,East,Sports,7417.71,118,62.86,0.044,0.04,3.9
2023-09-14,West,Home,7722.71,142,54.39,0.033,0.16,4.5
2023-09-14,Central,Electronics,7614.79,144,52.88,0.119,0.19,3.1
2023-09-15,North,Clothing,7097.89,142,49.99,0.142,0.18,4.6
2023-09-15,South,Electronics,8009.49,143,56.01,0.046,0.14,4.1
2023-09-15,East,Books,7510.4,139,54.03,0.082,0.07,4.1
2023-09-15,West,Sports,7437.92,163,45.63,0.059,0.15,4.7
2023-09-15,Central,Electronics,7852.55,164,47.88,0.049,0.12,3.7
2023-09-16,North,Electronics,7333.34,124,59.14,0.084,0.3,3.4
2023-09-16,South,Electronics,8147.74,127,64.16,0.1,0.04,4.8
2023-09-16,East,Sports,8047.3,140,57.48,0.064,0.05,3.9
2023-09-16,West,Sports,7181.03,114,62.99,0.126,0.1,3.2
2023-09-16,Central,Electronics,7870.63,123,63.99,0.123,0.26,5.0
2023-09-17,North,Clothing,7276.45,120,60.64,0.071,0.22,4.6
2023-09-17,South,Books,7387.37,130,56.83,0.039,0.1,3.3
2023-09-17,East,Home,7513.48,124,60.59,0.075,0.21,3.8
2023-09-17,West,Clothing,7571.29,124,61.06,0.07,0.16,4.1
2023-09-17,Central,Clothing,7238.16,131,55.25,0.07,0.17,3.8
2023-09-18,North,Clothing,7100.77,118,60.18,0.067,0.06,4.7
2023-09-18,South,Clothing,7291.14,139,52.45,0.14,0.02,3.7
2023-09-18,East,Clothing,7858.21,128,61.39,0.129,0.17,4.9
2023-09-18,West,Clothing,7017.92,131,53.57,0.027,0.04,4.9
2023-09-18,Central,Books,7424.68,163,45.55,0.027,0.03,4.2
2023-09-19,North,Clothing,7237.69,132,54.83,0.024,0.11,3.2
2023-09-19,South,Clothing,7862.2,128,61.42,0.081,0.04,4.1
2023-09-19,East,Books,7698.87,120,64.16,0.078,0.19,3.0
2023-09-19,West,Clothing,7598.42,131,58.0,0.085,0.0,4.7
2023-09-19,Central,Sports,7585.55,129,58.8,0.112,0.08,4.1
2023-09-20,North,Electronics,7452.99,117,63.7,0.088,0.29,3.3
2023-09-20,South,Clothing,7729.52,156,49.55,0.071,0.25,5.0
2023-09-20,East,Home,7432.29,126,58.99,0.128,0.05,4.6
2023-09-20,West,Electronics,7453.52,128,58.23,0.034,0.11,4.6
2023-09-20,Central,Clothing,7413.71,153,48.46,0.098,0.23,3.6
2023-09-21,North,Electronics,7727.68,137,56.41,0.051,0.03,4.1
2023-09-21,South,Electronics,8382.42,153,54.79,0.143,0.0,3.7
2023-09-21,East,Clothing,7781.84,153,50.86,0.061,0.12,3.7
2023-09-21,West,Sports,7845.69,151,51.96,0.033,0.24,3.3
2023-09-21,Central,Sports,7863.73,138,56.98,0.133,0.01,3.3
2023-09-22,North,Clothing,7496.48,130,57.67,0.135,0.24,4.3
2023-09-22,South,Sports,7435.87,123,60.45,0.087,0.22,4.3
2023-09-22,East,Books,7794.83,128,60.9,0.101,0.28,3.1
2023-09-22,West,Clothing,7430.19,125,59.44,0.047,0.18,3.1
2023-09-22,Central,Clothing,7789.31,141,55.24,0.12,0.09,4.7
2023-09-23,North,Home,7901.15,129,61.25,0.032,0.09,4.9
2023-09-23,South,Clothing,7684.64,147,52.28,0.112,0.14,5.0
2023-09-23,East,Home,7762.78,120,64.69,0.105,0.04,3.2
2023-09-23,West,Sports,7478.78,120,62.32,0.139,0.04,3.7
2023-09-23,Central,Books,7520.53,121,62.15,0.031,0.12,3.9
2023-09-24,North,Electronics,8228.72,179,45.97,0.116,0.07,4.6
2023-09-24,South,Books,6922.78,153,45.25,0.069,0.17,4.7
2023-09-24,East,Home,7668.8,131,58.54,0.104,0.27,3.9
2023-09-24,West,Home,8167.95,174,46.94,0.12,0.06,3.7
2023-09-24,Central,Home,7152.57,130,55.02,0.035,0.14,4.1
2023-09-25,North,Clothing,8494.17,132,64.35,0.062,0.01,4.2
2023-09-25,South,Home,7061.21,135,52.31,0.048,0.06,3.0
2023-09-25,East,Books,8056.75,133,60.58,0.103,0.03,3.1
2023-09-25,West,Sports,7366.59,124,59.41,0.048,0.27,3.4
2023-09-25,Central,Home,7717.37,167,46.21,0.064,0.23,3.3
2023-09-26,North,Clothing,7402.52,135,54.83,0.146,0.13,4.8
2023-09-26,South,Sports,7838.96,138,56.8,0.122,0.18,3.2
2023-09-26,East,Books,7380.42,143,51.61,0.022,0.27,4.9
2023-09-26,West,Home,7223.77,131,55.14,0.054,0.22,5.0
2023-09-26,Central,Sports,8139.98,141,57.73,0.033,0.07,5.0
2023-09-27,North,Clothing,7388.43,138,53.54,0.098,0.06,3.4
2023-09-27,South,Books,7758.37,121,64.12,0.022,0.27,4.0
2023-09-27,East,Home,8016.87,128,62.63,0.074,0.11,4.7
2023-09-27,West,Home,6870.41,132,52.05,0.076,0.05,4.2
2023-09-27,Central,Home,7959.05,142,56.05,0.102,0.21,4.9
2023-09-28,North,Electronics,7718.31,165,46.78,0.104,0.18,3.8
2023-09-28,South,Sports,7527.99,137,54.95,0.033,0.13,4.2
2023-09-28,East,Home,7847.49,146,53.75,0.092,0.03,4.7
2023-09-28,West,Home,7655.0,119,64.33,0.074,0.25,4.4
2023-09-28,Central,Books,7602.39,144,52.79,0.055,0.2,3.6
2023-09-29,North,Clothing,7577.09,120,63.14,0.021,0.27,3.1
2023-09-29,South,Sports,8137.33,131,62.12,0.061,0.05,4.1
2023-09-29,East,Home,7701.18,143,53.85,0.045,0.19,4.7
2023-09-29,West,Clothing,7738.98,162,47.77,0.072,0.1,3.3
2023-09-29,Central,Clothing,7240.42,145,49.93,0.086,0.19,4.6
2023-09-30,North,Books,7856.33,156,50.36,0.046,0.03,3.9
2023-09-30,South,Electronics,7272.22,126,57.72,0.1,0.16,4.9
2023-09-30,East,Books,7562.63,126,60.02,0.044,0.2,3.4
2023-09-30,West,Home,7594.14,155,48.99,0.12,0.2,3.5
2023-09-30,Central,Electronics,8010.62,138,58.05,0.034,0.28,3.2
2023-10-01,North,Clothing,7465.91,156,47.86,0.032,0.15,3.7
2023-10-01,South,Electronics,7790.75,142,54.86,0.083,0.19,3.4
2023-10-01,East,Home,7379.53,138,53.47,0.125,0.05,3.0
2023-10-01,West,Books,7801.64,136,57.36,0.149,0.15,4.2
2023-10-01,Central,Books,7983.36,142,56.22,0.14,0.06,3.1
2023-10-02,North,Electronics,7998.51,166,48.18,0.137,0.01,3.3
2023-10-02,South,Clothing,7694.85,164,46.92,0.055,0.14,4.9
2023-10-02,East,Home,7422.53,145,51.19,0.077,0.28,4.8
2023-10-02,West,Books,7952.41,159,50.02,0.145,0.03,4.6
2023-10-02,Central,Home,7489.14,152,49.27,0.135,0.13,4.5
2023-10-03,North,Sports,7558.27,123,61.45,0.07,0.06,3.7
2023-10-03,South,Sports,8097.32,149,54.34,0.053,0.12,4.2
2023-10-03,East,Sports,7320.56,117,62.57,0.066,0.01,3.4
2023-10-03,West,Books,7418.65,142,52.24,0.068,0.23,3.2
2023-10-03,Central,Home,29733.89,237,125.46,0.094,0.1,3.5
2023-10-04,North,Sports,7886.44,160,49.29,0.056,0.18,4.8
2023-10-04,South,Home,7761.38,124,62.59,0.109,0.13,4.6
2023-10-04,East,Books,7692.97,140,54.95,0.075,0.04,3.3
2023-10-04,West,Sports,7753.04,150,51.69,0.023,0.01,4.6
2023-10-04,Central,Home,7636.59,140,54.55,0.025,0.16,4.1
2023-10-05,North,Home,30173.67,222,135.92,0.114,0.08,4.5
2023-10-05,South,Home,7362.01,143,51.48,0.059,0.3,4.0
2023-10-05,East,Books,7896.15,136,58.06,0.142,0.03,3.4
2023-10-05,West,Home,7746.83,119,65.1,0.049,0.03,4.4
2023-10-05,Central,Sports,7526.1,122,61.69,0.149,0.28,4.7
2023-10-06,North,Electronics,7649.63,162,47.22,0.054,0.21,4.6
2023-10-06,South,Clothing,8206.61,156,52.61,0.096,0.04,3.6
2023-10-06,East,Home,7919.23,127,62.36,0.107,0.16,3.5
2023-10-06,West,Books,8000.17,146,54.8,0.062,0.22,3.5
2023-10-06,Central,Clothing,7659.83,164,46.71,0.106,0.22,3.4
2023-10-07,North,Electronics,7941.79,170,46.72,0.048,0.2,3.9
2023-10-07,South,Sports,7430.93,143,51.96,0.087,0.09,4.9
2023-10-07,East,Sports,7920.61,133,59.55,0.034,0.04,4.8
2023-10-07,West,Home,7443.5,129,57.7,0.044,0.08,3.3
2023-10-07,Central,Electronics,7908.11,154,51.35,0.039,0.26,4.5
2023-10-08,North,Sports,7738.59,158,48.98,0.079,0.08,4.9
2023-10-08,South,Clothing,8335.52,178,46.83,0.072,0.13,3.7
2023-10-08,East,Home,7432.0,161,46.16,0.045,0.06,3.4
2023-10-08,West,Sports,7804.77,154,50.68,0.076,0.2,4.3
2023-10-08,Central,Books,7905.18,171,46.23,0.051,0.16,3.6
2023-10-09,North,Home,7656.7,122,62.76,0.071,0.03,4.5
2023-10-09,South,Books,7882.92,160,49.27,0.103,0.21,3.6
2023-10-09,East,Sports,7547.73,167,45.2,0.082,0.09,4.8
2023-10-09,West,Home,7729.21,166,46.56,0.038,0.0,3.9
2023-10-09,Central,Books,7970.91,154,51.76,0.135,0.05,4.5
2023-10-10,North,Home,37967.75,219,173.37,0.034,0.25,4.1
2023-10-10,South,Sports,7737.29,119,65.02,0.085,0.23,4.6
2023-10-10,East,Books,8158.31,157,51.96,0.149,0.08,4.0
2023-10-10,West,Books,29784.59,229,130.06,0.136,0.23,4.7
2023-10-10,Central,Electronics,8050.06,170,47.35,0.039,0.12,3.4
2023-10-11,North,Electronics,7496.99,115,65.19,0.052,0.22,4.9
2023-10-11,South,Electronics,7415.4,151,49.11,0.146,0.26,4.4
2023-10-11,East,Sports,8112.79,128,63.38,0.043,0.27,3.7
2023-10-11,West,Clothing,7534.45,117,64.4,0.025,0.16,3.7
2023-10-11,Central,Home,8079.04,141,57.3,0.094,0.24,3.7
2023-10-12,North,Clothing,7769.38,122,63.68,0.088,0.09,4.1
2023-10-12,South,Electronics,7764.27,160,48.53,0.124,0.0,3.1
2023-10-12,East,Home,7656.64,166,46.12,0.066,0.25,3.1
2023-10-12,West,Sports,8133.17,170,47.84,0.106,0.23,3.3
2023-10-12,Central,Sports,7943.89,122,65.11,0.139,0.09,3.1
2023-10-13,North,Home,7871.77,123,64.0,0.075,0.29,3.2
2023-10-13,South,Books,7731.16,150,51.54,0.125,0.04,4.5
2023-10-13,East,Clothing,8002.91,160,50.02,0.059,0.03,4.1
2023-10-13,West,Home,7488.23,142,52.73,0.032,0.16,4.4
2023-10-13,Central,Books,7477.12,135,55.39,0.081,0.13,3.8
2023-10-14,North,Home,7698.72,137,56.2,0.031,0.04,4.8
2023-10-14,South,Books,7796.78,128,60.91,0.037,0.16,4.1
2023-10-14,East,Electronics,7623.38,144,52.94,0.08,0.23,4.0
2023-10-14,West,Books,8243.64,133,61.98,0.128,0.19,3.7
2023-10-14,Central,Electronics,7962.26,145,54.91,0.036,0.18,4.0
2023-10-15,North,Sports,7911.24,133,59.48,0.039,0.22,4.0
2023-10-15,South,Books,7842.93,126,62.25,0.113,0.28,4.6
2023-10-15,East,Electronics,8212.44,142,57.83,0.02,0.18,3.2
2023-10-15,West,Home,7934.84,145,54.72,0.071,0.28,3.6
2023-10-15,Central,Clothing,7884.39,144,54.75,0.129,0.16,4.6
2023-10-16,North,Electronics,7529.57,131,57.48,0.044,0.25,4.3
2023-10-16,South,Sports,7238.39,149,48.58,0.046,0.14,3.6
2023-10-16,East,Home,8101.61,154,52.61,0.111,0.03,3.8
2023-10-16,West,Home,8013.2,149,53.78,0.036,0.12,4.2
2023-10-16,Central,Books,8203.1,141,58.18,0.145,0.14,4.4
2023-10-17,North,Books,7880.16,155,50.84,0.085,0.26,3.4
2023-10-17,South,Clothing,8087.31,146,55.39,0.066,0.22,3.7
2023-10-17,East,Books,7577.32,127,59.66,0.122,0.2,4.8
2023-10-17,West,Sports,8309.52,151,55.03,0.106,0.17,4.9
2023-10-17,Central,Clothing,8026.14,132,60.8,0.111,0.18,4.2
2023-10-18,North,Clothing,7310.44,157,46.56,0.05,0.2,4.0
2023-10-18,South,Clothing,7511.49,128,58.68,0.148,0.24,4.5
2023-10-18,East,Home,7851.42,161,48.77,0.14,0.02,3.5
2023-10-18,West,Home,8438.6,184,45.86,0.119,0.18,4.7
2023-10-18,Central,Sports,8031.55,136,59.06,0.092,0.06,4.0
2023-10-19,North,Clothing,7685.0,131,58.66,0.076,0.16,4.6
2023-10-19,South,Electronics,7864.01,122,64.46,0.125,0.27,3.7
2023-10-19,East,Electronics,7841.22,147,53.34,0.064,0.2,4.9
2023-10-19,West,Home,7757.0,158,49.09,0.085,0.11,4.8
2023-10-19,Central,Home,7442.74,119,62.54,0.076,0.11,3.1
2023-10-20,North,Clothing,8278.71,162,51.1,0.027,0.16,3.0
2023-10-20,South,Books,8063.7,131,61.55,0.071,0.11,4.7
2023-10-20,East,Sports,7951.97,142,56.0,0.141,0.15,3.8
2023-10-20,West,Electronics,8023.67,173,46.38,0.096,0.28,5.0
2023-10-20,Central,Electronics,7772.77,145,53.61,0.038,0.16,4.5
2023-10-21,North,Electronics,7763.24,122,63.63,0.051,0.02,4.9
2023-10-21,South,Electronics,8211.87,136,60.38,0.143,0.18,4.2
2023-10-21,East,Clothing,7561.88,162,46.68,0.055,0.01,3.1
2023-10-21,West,Clothing,7391.91,137,53.96,0.023,0.02,4.5
2023-10-21,Central,Home,7805.54,127,61.46,0.109,0.22,4.1
2023-10-22,North,Home,8319.85,141,59.01,0.091,0.03,3.2
2023-10-22,South,Books,8000.41,139,57.56,0.045,0.13,3.1
2023-10-22,East,Sports,7881.0,159,49.57,0.094,0.3,3.0
2023-10-22,West,Electronics,8233.27,138,59.66,0.027,0.13,3.6
2023-10-22,Central,Clothing,7676.19,122,62.92,0.099,0.14,3.2
2023-10-23,North,Sports,8220.44,176,46.71,0.047,0.21,4.6
2023-10-23,South,Books,8320.58,154,54.03,0.121,0.09,4.3
2023-10-23,East,Sports,7489.64,134,55.89,0.085,0.02,4.8
2023-10-23,West,Clothing,7730.14,152,50.86,0.129,0.16,3.6
2023-10-23,Central,Clothing,7443.46,132,56.39,0.025,0.07,3.9
2023-10-24,North,Books,7921.33,174,45.52,0.056,0.12,4.7
2023-10-24,South,Sports,7116.21,152,46.82,0.07,0.01,3.8
2023-10-24,East,Sports,7654.45,145,52.79,0.027,0.09,4.1
2023-10-24,West,Sports,7928.94,152,52.16,0.118,0.1,4.7
2023-10-24,Central,Sports,7815.77,158,49.47,0.076,0.13,4.5
2023-10-25,North,Electronics,8365.28,140,59.75,0.092,0.29,4.9
2023-10-25,South,Sports,7650.67,137,55.84,0.12,0.08,4.9
2023-10-25,East,Clothing,8759.23,161,54.41,0.037,0.0,4.6
2023-10-25,West,Books,7985.79,159,50.23,0.094,0.01,3.5
2023-10-25,Central,Sports,7826.43,155,50.49,0.022,0.09,4.3
2023-10-26,North,Electronics,24666.71,226,109.14,0.146,0.14,4.7
2023-10-26,South,Electronics,7375.54,149,49.5,0.056,0.18,3.6
2023-10-26,East,Home,8048.34,133,60.51,0.037,0.19,3.3
2023-10-26,West,Electronics,7948.52,138,57.6,0.105,0.06,4.0
2023-10-26,Central,Books,7630.63,136,56.11,0.147,0.0,4.7
2023-10-27,North,Electronics,7980.21,128,62.35,0.098,0.1,3.2
2023-10-27,South,Books,7547.46,151,49.98,0.128,0.2,3.1
2023-10-27,East,Electronics,8008.27,149,53.75,0.062,0.24,3.7
2023-10-27,West,Sports,7518.93,138,54.48,0.024,0.11,3.6
2023-10-27,Central,Electronics,8122.03,169,48.06,0.099,0.24,4.0
2023-10-28,North,Clothing,7962.73,140,56.88,0.069,0.17,4.3
2023-10-28,South,Electronics,7543.14,157,48.05,0.144,0.29,5.0
2023-10-28,East,Sports,6931.23,120,57.76,0.115,0.25,4.1
2023-10-28,West,Sports,7474.39,162,46.14,0.088,0.1,3.4
2023-10-28,Central,Books,7306.24,141,51.82,0.05,0.09,4.9
2023-10-29,North,Home,7602.95,129,58.94,0.067,0.11,4.0
2023-10-29,South,Home,8278.84,144,57.49,0.05,0.25,5.0
2023-10-29,East,Home,7680.33,120,64.0,0.108,0.2,4.2
2023-10-29,West,Sports,7981.41,168,47.51,0.148,0.17,4.3
2023-10-29,Central,Home,7640.52,126,60.64,0.022,0.04,3.5
2023-10-30,North,Electronics,7261.34,121,60.01,0.128,0.01,3.3
2023-10-30,South,Sports,7680.41,165,46.55,0.139,0.27,3.7
2023-10-30,East,Books,7600.2,128,59.38,0.097,0.18,5.0
2023-10-30,West,Books,8133.59,177,45.95,0.143,0.27,4.3
2023-10-30,Central,Clothing,7894.38,131,60.26,0.114,0.18,4.6
2023-10-31,North,Electronics,7602.41,137,55.49,0.097,0.11,4.3
2023-10-31,South,Electronics,7688.66,139,55.31,0.05,0.15,3.1
2023-10-31,East,Sports,8144.36,147,55.4,0.13,0.13,3.6
2023-10-31,West,Clothing,7844.22,163,48.12,0.076,0.08,4.8
2023-10-31,Central,Clothing,8093.66,157,51.55,0.035,0.08,3.9
2023-11-01,North,Electronics,8118.44,128,63.43,0.14,0.2,3.3
2023-11-01,South,Clothing,7769.14,158,49.17,0.024,0.27,4.9
2023-11-01,East,Electronics,7411.77,164,45.19,0.068,0.08,4.9
2023-11-01,West,Clothing,7799.33,145,53.79,0.128,0.09,3.2
2023-11-01,Central,Books,7775.5,144,54.0,0.031,0.04,3.6
2023-11-02,North,Electronics,7384.7,126,58.61,0.117,0.07,3.1
2023-11-02,South,Electronics,8092.04,149,54.31,0.112,0.09,4.8
2023-11-02,East,Sports,8167.97,152,53.74,0.061,0.25,4.3
2023-11-02,West,Home,26190.42,207,126.52,0.133,0.07,3.4
2023-11-02,Central,Clothing,7885.85,144,54.76,0.115,0.08,3.4
2023-11-03,North,Electronics,8475.23,136,62.32,0.076,0.15,4.2
2023-11-03,South,Books,7433.85,125,59.47,0.1,0.19,3.5
2023-11-03,East,Clothing,7737.32,120,64.48,0.134,0.2,4.0
2023-11-03,West,Sports,8251.91,143,57.71,0.083,0.03,3.2
2023-11-03,Central,Books,8320.41,163,51.05,0.052,0.13,3.4
2023-11-04,North,Books,7619.01,118,64.57,0.111,0.21,4.5
2023-11-04,South,Clothing,7421.97,135,54.98,0.024,0.08,3.4
2023-11-04,East,Sports,8016.66,129,62.14,0.12,0.08,3.6
2023-11-04,West,Books,7709.91,145,53.17,0.083,0.07,4.3
2023-11-04,Central,Clothing,8165.73,177,46.13,0.094,0.05,3.4
2023-11-05,North,Sports,7456.3,130,57.36,0.09,0.29,3.0
